,Concentration,Cell,Experimental,Ligand,Predicted,Animal
2,-12.4185,Ramos,0.0,hNeo4,0.0011374268681227477,Human
3,-11.5154,Ramos,0.00232776,hNeo4,0.009034656938809327,Human
4,-10.6124,Ramos,0.07662714,hNeo4,0.06835877634594938,Human
5,-9.70927,Ramos,0.6123836,hNeo4,0.3818726115503236,Human
6,-8.80618,Ramos,1.048193,hNeo4,0.8947898770255523,Human
7,-7.90309,Ramos,1.042433,hNeo4,1.075318684889357,Human
8,-7.0,Ramos,1.057231,hNeo4,1.1030152398704145,Human
9,-14.2247,Ramos,0.0,hNeo4,1.7789464065975364e-05,Human
10,-13.3216,Ramos,0.0,hNeo4,0.00014230298934952683,Human
11,-12.4185,Ramos,0.0,hNeo4,0.0011374268681227477,Human
12,-11.5154,Ramos,0.0,hNeo4,0.009034656938809327,Human
13,-10.6124,Ramos,0.07988621,hNeo4,0.06835877634594938,Human
14,-9.70927,Ramos,0.6227892,hNeo4,0.3818726115503236,Human
15,-8.80618,Ramos,0.9892588999999999,hNeo4,0.8947898770255523,Human
16,-7.90309,Ramos,1.039882,hNeo4,1.075318684889357,Human
17,-7.0,Ramos,0.9872504999999999,hNeo4,1.1030152398704145,Human
18,-13.67969757,Ramos,0.0,hNeo4,6.239471401617359e-05,Human
19,-12.72545506,Ramos,0.00498390156,hNeo4,0.0005612993887804188,Human
20,-11.77121255,Ramos,0.0,hNeo4,0.0050312904034139835,Human
21,-10.81697004,Ramos,0.0275658272,hNeo4,0.0436932947218565,Human
22,-9.862727528,Ramos,0.2882282892,hNeo4,0.29888513112909637,Human
23,-8.908485019,Ramos,0.9678031138000001,hNeo4,0.8513959774261445,Human
24,-7.954242509,Ramos,1.034402152,hNeo4,1.0714600810340273,Human
25,-7.0,Ramos,1.0275217220000001,hNeo4,1.1030152398704145,Human
26,-13.67969757,Ramos,0.0,hNeo4,6.239471401617359e-05,Human
27,-12.72545506,Ramos,0.09286809861,hNeo4,0.0005612993887804188,Human
28,-11.77121255,Ramos,0.0,hNeo4,0.0050312904034139835,Human
29,-10.81697004,Ramos,0.01576378237,hNeo4,0.0436932947218565,Human
30,-9.862727528,Ramos,0.30353591609999997,hNeo4,0.29888513112909637,Human
31,-8.908485019,Ramos,0.9351369635000001,hNeo4,0.8513959774261445,Human
32,-7.954242509,Ramos,1.012888627,hNeo4,1.0714600810340273,Human
33,-7.0,Ramos,1.030244534,hNeo4,1.1030152398704145,Human
34,-13.67969757,Ramos,0.0,hNeo4,6.239471401617359e-05,Human
35,-12.72545506,Ramos,0.07173308295,hNeo4,0.0005612993887804188,Human
36,-11.77121255,Ramos,0.0,hNeo4,0.0050312904034139835,Human
37,-10.81697004,Ramos,0.0034466871599999997,hNeo4,0.0436932947218565,Human
38,-9.862727528,Ramos,0.3071750579,hNeo4,0.29888513112909637,Human
39,-8.908485019,Ramos,0.8816695729,hNeo4,0.8513959774261445,Human
40,-7.954242509,Ramos,1.000851466,hNeo4,1.0714600810340273,Human
41,-7.0,Ramos,1.003580822,hNeo4,1.1030152398704145,Human
0,-13.6797,Ramos,0.02406111,hIL13,1.7513978719427497e-09,Human
1,-12.7255,Ramos,0.0137492,hIL13,1.5761035443599594e-08,Human
2,-11.7712,Ramos,0.01814131,hIL13,1.4186788611601466e-07,Human
3,-10.817,Ramos,0.0040101799999999995,hIL13,1.2766688617860635e-06,Human
4,-9.86273,Ramos,0.00190961,hIL13,1.1489358483814476e-05,Human
5,-8.90849,Ramos,0.0024825,hIL13,0.00010329128979889457,Human
6,-7.95424,Ramos,0.0,hIL13,0.0009206357337680354,Human
7,-7.0,Ramos,0.0,hIL13,0.007621468084800253,Human
8,-13.6797,Ramos,0.02499121,hIL13,1.7513978719427497e-09,Human
9,-12.7255,Ramos,0.01258863,hIL13,1.5761035443599594e-08,Human
10,-11.7712,Ramos,0.004775,hIL13,1.4186788611601466e-07,Human
11,-10.817,Ramos,0.0,hIL13,1.2766688617860635e-06,Human
12,-9.86273,Ramos,0.0,hIL13,1.1489358483814476e-05,Human
13,-8.90849,Ramos,0.00948798,hIL13,0.00010329128979889457,Human
14,-7.95424,Ramos,0.00266656,hIL13,0.0009206357337680354,Human
15,-7.0,Ramos,0.00675941,hIL13,0.007621468084800253,Human
16,-13.6797,Ramos,0.0013022700000000001,hIL13,1.7513978719427497e-09,Human
17,-12.7255,Ramos,0.0,hIL13,1.5761035443599594e-08,Human
18,-11.7712,Ramos,0.0,hIL13,1.4186788611601466e-07,Human
19,-10.817,Ramos,0.0,hIL13,1.2766688617860635e-06,Human
20,-9.86273,Ramos,0.0,hIL13,1.1489358483814476e-05,Human
21,-8.90849,Ramos,0.0,hIL13,0.00010329128979889457,Human
22,-7.95424,Ramos,0.0,hIL13,0.0009206357337680354,Human
23,-7.0,Ramos,0.00502305,hIL13,0.007621468084800253,Human
24,-13.67969757,Ramos,0.0,hIL13,1.7514076715345594e-09,Human
25,-12.72545506,Ramos,0.00471926962,hIL13,1.5762666450850088e-08,Human
26,-11.77121255,Ramos,0.00269042473,hIL13,1.4186378656298942e-07,Human
27,-10.81697004,Ramos,0.01354033432,hIL13,1.2767569350685256e-06,Human
28,-9.862727528,Ramos,0.00736558903,hIL13,1.1489423872427366e-05,Human
29,-8.908485019,Ramos,0.01151148944,hIL13,0.00010329247302376363,Human
30,-7.954242509,Ramos,0.0033078992600000003,hIL13,0.0009206304730388419,Human
31,-7.0,Ramos,0.022008556430000003,hIL13,0.007621468084800253,Human
32,-13.67969757,Ramos,0.0,hIL13,1.7514076715345594e-09,Human
33,-12.72545506,Ramos,0.08908898985000001,hIL13,1.5762666450850088e-08,Human
34,-11.77121255,Ramos,0.0012072152999999999,hIL13,1.4186378656298942e-07,Human
35,-10.81697004,Ramos,0.0,hIL13,1.2767569350685256e-06,Human
36,-9.862727528,Ramos,0.0024669182200000002,hIL13,1.1489423872427366e-05,Human
37,-8.908485019,Ramos,0.0091153503,hIL13,0.00010329247302376363,Human
38,-7.954242509,Ramos,0.00526625804,hIL13,0.0009206304730388419,Human
39,-7.0,Ramos,0.00400655512,hIL13,0.007621468084800253,Human
40,-13.67969757,Ramos,0.00162711627,hIL13,1.7514076715345594e-09,Human
41,-12.72545506,Ramos,0.08579976556,hIL13,1.5762666450850088e-08,Human
42,-11.77121255,Ramos,0.0,hIL13,1.4186378656298942e-07,Human
43,-10.81697004,Ramos,0.0,hIL13,1.2767569350685256e-06,Human
44,-9.862727528,Ramos,0.0,hIL13,1.1489423872427366e-05,Human
45,-8.908485019,Ramos,0.01289445906,hIL13,0.00010329247302376363,Human
46,-7.954242509,Ramos,0.0,hIL13,0.0009206304730388419,Human
47,-7.0,Ramos,0.008905399809999999,hIL13,0.007621468084800253,Human
0,-13.2247,Macrophage,0.00902542,hIL4,0.0023158300477571494,Human
1,-12.6227,Macrophage,0.00071806,hIL4,0.009198680082597919,Human
2,-12.0206,Macrophage,0.00668345,hIL4,0.03581784036112447,Human
3,-11.4185,Macrophage,0.07263419,hIL4,0.12948571041827797,Human
4,-10.8165,Macrophage,0.38338700000000003,hIL4,0.3738776090162178,Human
5,-10.2144,Macrophage,0.8107301,hIL4,0.7080246636680755,Human
6,-9.61236,Macrophage,0.9574788,hIL4,0.9116136388521526,Human
7,-9.0103,Macrophage,0.9212224,hIL4,0.9818211016449567,Human
8,-8.40824,Macrophage,0.932623,hIL4,0.9994151197623147,Human
9,-7.80618,Macrophage,0.9297065999999999,hIL4,0.9972165505986004,Human
10,-7.20412,Macrophage,0.9661175,hIL4,0.9712388082235724,Human
11,-6.60206,Macrophage,1.0382989999999999,hIL4,0.8816830687947068,Human
12,-13.2247,Macrophage,0.01644902,hIL4,0.0023158300477571494,Human
13,-12.6227,Macrophage,0.00237511,hIL4,0.009198680082597919,Human
14,-12.0206,Macrophage,0.00745674,hIL4,0.03581784036112447,Human
15,-11.4185,Macrophage,0.07935078,hIL4,0.12948571041827797,Human
16,-10.8165,Macrophage,0.37649360000000004,hIL4,0.3738776090162178,Human
17,-10.2144,Macrophage,0.8291343999999999,hIL4,0.7080246636680755,Human
18,-9.61236,Macrophage,0.958716,hIL4,0.9116136388521526,Human
19,-9.0103,Macrophage,1.001954,hIL4,0.9818211016449567,Human
20,-8.40824,Macrophage,0.9649466,hIL4,0.9994151197623147,Human
21,-7.80618,Macrophage,0.9964085,hIL4,0.9972165505986004,Human
22,-7.20412,Macrophage,1.057167,hIL4,0.9712388082235724,Human
23,-6.60206,Macrophage,1.0189,hIL4,0.8816830687947068,Human
24,-13.2247,Macrophage,0.01644902,hIL4,0.0023158300477571494,Human
25,-12.6227,Macrophage,0.00237511,hIL4,0.009198680082597919,Human
26,-12.0206,Macrophage,0.00745674,hIL4,0.03581784036112447,Human
27,-11.4185,Macrophage,0.07935078,hIL4,0.12948571041827797,Human
28,-10.8165,Macrophage,0.37649360000000004,hIL4,0.3738776090162178,Human
29,-10.2144,Macrophage,0.8291343999999999,hIL4,0.7080246636680755,Human
30,-9.61236,Macrophage,0.958716,hIL4,0.9116136388521526,Human
31,-9.0103,Macrophage,1.001954,hIL4,0.9818211016449567,Human
32,-8.40824,Macrophage,0.9649466,hIL4,0.9994151197623147,Human
33,-7.80618,Macrophage,0.9964085,hIL4,0.9972165505986004,Human
34,-7.20412,Macrophage,1.057167,hIL4,0.9712388082235724,Human
35,-6.60206,Macrophage,1.0189,hIL4,0.8816830687947068,Human
36,-13.00336125,Macrophage,0.02782013215,hIL4,0.0038493110582646316,Human
37,-12.22521,Macrophage,0.03341982541,hIL4,0.02266332988877324,Human
38,-11.44705875,Macrophage,0.05695993723,hIL4,0.12224375679217037,Human
39,-10.6689075,Macrophage,0.3662627397,hIL4,0.4566710771691984,Human
40,-9.890756252,Macrophage,0.8179475519,hIL4,0.8393574528174774,Human
41,-9.112605002,Macrophage,0.9944627237,hIL4,0.9752529918895194,Human
42,-8.334453751,Macrophage,1.029808558,hIL4,1.0,Human
43,-7.556302501,Macrophage,1.052028997,hIL4,0.9906673636439091,Human
44,-13.00336125,Macrophage,0.025822789319999997,hIL4,0.0038493110582646316,Human
45,-12.22521,Macrophage,0.02689279441,hIL4,0.02266332988877324,Human
46,-11.44705875,Macrophage,0.03948318755,hIL4,0.12224375679217037,Human
47,-10.6689075,Macrophage,0.4049255901,hIL4,0.4566710771691984,Human
48,-9.890756252,Macrophage,0.9188133643999999,hIL4,0.8393574528174774,Human
49,-9.112605002,Macrophage,0.9178503598000001,hIL4,0.9752529918895194,Human
50,-8.334453751,Macrophage,0.9816226627,hIL4,1.0,Human
51,-7.556302501,Macrophage,0.9365397819000001,hIL4,0.9906673636439091,Human
52,-13.00336125,Macrophage,0.022862441929999998,hIL4,0.0038493110582646316,Human
53,-12.22521,Macrophage,0.0238254465,hIL4,0.02266332988877324,Human
54,-11.44705875,Macrophage,0.04633122007,hIL4,0.12224375679217037,Human
55,-10.6689075,Macrophage,0.3984698927,hIL4,0.4566710771691984,Human
56,-9.890756252,Macrophage,0.9307260876,hIL4,0.8393574528174774,Human
57,-9.112605002,Macrophage,0.7735780078000001,hIL4,0.9752529918895194,Human
58,-8.334453751,Macrophage,0.9607575636,hIL4,1.0,Human
59,-7.556302501,Macrophage,0.9664999242000001,hIL4,0.9906673636439091,Human
60,-13.00336125,Macrophage,0.08306106531999999,hIL4,0.0038493110582646316,Human
61,-12.22521,Macrophage,0.058999599500000006,hIL4,0.02266332988877324,Human
62,-11.44705875,Macrophage,0.07597858393,hIL4,0.12224375679217037,Human
63,-10.6689075,Macrophage,0.3156130773,hIL4,0.4566710771691984,Human
64,-9.890756252,Macrophage,0.8729158323,hIL4,0.8393574528174774,Human
65,-9.112605002,Macrophage,1.0688223270000001,hIL4,0.9752529918895194,Human
66,-8.334453751,Macrophage,0.9776986151,hIL4,1.0,Human
67,-7.556302501,Macrophage,0.9989144410999999,hIL4,0.9906673636439091,Human
68,-13.00336125,Macrophage,0.07885584199000001,hIL4,0.0038493110582646316,Human
69,-12.22521,Macrophage,0.0554583588,hIL4,0.02266332988877324,Human
70,-11.44705875,Macrophage,0.07057186822,hIL4,0.12224375679217037,Human
71,-10.6689075,Macrophage,0.317288843,hIL4,0.4566710771691984,Human
72,-9.890756252,Macrophage,0.8476844923,hIL4,0.8393574528174774,Human
73,-9.112605002,Macrophage,1.043907169,hIL4,0.9752529918895194,Human
74,-8.334453751,Macrophage,0.9847178601000001,hIL4,1.0,Human
75,-7.556302501,Macrophage,1.021268523,hIL4,0.9906673636439091,Human
76,-13.00336125,Macrophage,0.07781244072,hIL4,0.0038493110582646316,Human
77,-12.22521,Macrophage,0.044581690939999995,hIL4,0.02266332988877324,Human
78,-11.44705875,Macrophage,0.06782108303,hIL4,0.12224375679217037,Human
79,-10.6689075,Macrophage,0.2894015725,hIL4,0.4566710771691984,Human
80,-9.890756252,Macrophage,0.8356695685,hIL4,0.8393574528174774,Human
81,-9.112605002,Macrophage,0.9033641787000001,hIL4,0.9752529918895194,Human
82,-8.334453751,Macrophage,1.004921903,hIL4,1.0,Human
83,-7.556302501,Macrophage,1.012478658,hIL4,0.9906673636439091,Human
84,-13.00336125,Macrophage,0.04520969751,hIL4,0.0038493110582646316,Human
85,-12.22521,Macrophage,0.00621184453,hIL4,0.02266332988877324,Human
86,-11.44705875,Macrophage,0.05893229624,hIL4,0.12224375679217037,Human
87,-10.6689075,Macrophage,0.407437404,hIL4,0.4566710771691984,Human
88,-9.890756252,Macrophage,0.8511449507000001,hIL4,0.8393574528174774,Human
89,-9.112605002,Macrophage,0.9412740012,hIL4,0.9752529918895194,Human
90,-8.334453751,Macrophage,0.9779796606,hIL4,1.0,Human
91,-7.556302501,Macrophage,1.032442179,hIL4,0.9906673636439091,Human
92,-13.00336125,Macrophage,0.03069247167,hIL4,0.0038493110582646316,Human
93,-12.22521,Macrophage,0.00706759679,hIL4,0.02266332988877324,Human
94,-11.44705875,Macrophage,0.05835160721,hIL4,0.12224375679217037,Human
95,-10.6689075,Macrophage,0.42467469950000003,hIL4,0.4566710771691984,Human
96,-9.890756252,Macrophage,0.8742808243,hIL4,0.8393574528174774,Human
97,-9.112605002,Macrophage,0.9823195470999999,hIL4,0.9752529918895194,Human
98,-8.334453751,Macrophage,1.037087692,hIL4,1.0,Human
99,-7.556302501,Macrophage,0.9524904683,hIL4,0.9906673636439091,Human
0,-12.6227,Macrophage,0.01004175,hNeo4,0.00023477469194407722,Human
1,-12.0206,Macrophage,0.0,hNeo4,0.0009373791910049918,Human
2,-11.4185,Macrophage,0.0,hNeo4,0.0037212351795543833,Human
3,-10.8165,Macrophage,0.0,hNeo4,0.014441970672042071,Human
4,-10.2144,Macrophage,0.00257396,hNeo4,0.051651364481416245,Human
5,-9.61236,Macrophage,0.02073527,hNeo4,0.14510034050188678,Human
6,-9.0103,Macrophage,0.07946125,hNeo4,0.26494304217314774,Human
7,-8.40824,Macrophage,0.1563264,hNeo4,0.3338831939809497,Human
8,-7.80618,Macrophage,0.17755880000000002,hNeo4,0.35710911293321657,Human
9,-7.20412,Macrophage,0.2432002,hNeo4,0.36340863023648307,Human
10,-6.60206,Macrophage,0.2492098,hNeo4,0.36493450184746323,Human
11,-6.0,Macrophage,0.2788821,hNeo4,0.36498210196110187,Human
12,-12.6227,Macrophage,0.0067718299999999995,hNeo4,0.00023477469194407722,Human
13,-12.0206,Macrophage,0.0,hNeo4,0.0009373791910049918,Human
14,-11.4185,Macrophage,0.0,hNeo4,0.0037212351795543833,Human
15,-10.8165,Macrophage,0.0,hNeo4,0.014441970672042071,Human
16,-10.2144,Macrophage,0.0,hNeo4,0.051651364481416245,Human
17,-9.61236,Macrophage,0.00904751,hNeo4,0.14510034050188678,Human
18,-9.0103,Macrophage,0.057389289999999996,hNeo4,0.26494304217314774,Human
19,-8.40824,Macrophage,0.1370162,hNeo4,0.3338831939809497,Human
20,-7.80618,Macrophage,0.19006409999999999,hNeo4,0.35710911293321657,Human
21,-7.20412,Macrophage,0.2265192,hNeo4,0.36340863023648307,Human
22,-6.60206,Macrophage,0.2559706,hNeo4,0.36493450184746323,Human
23,-6.0,Macrophage,0.2502041,hNeo4,0.36498210196110187,Human
24,-12.6227,Macrophage,0.00451823,hNeo4,0.00023477469194407722,Human
25,-12.0206,Macrophage,0.0,hNeo4,0.0009373791910049918,Human
26,-11.4185,Macrophage,0.0,hNeo4,0.0037212351795543833,Human
27,-10.8165,Macrophage,0.0,hNeo4,0.014441970672042071,Human
28,-10.2144,Macrophage,0.0,hNeo4,0.051651364481416245,Human
29,-9.61236,Macrophage,0.010108029999999999,hNeo4,0.14510034050188678,Human
30,-9.0103,Macrophage,0.06430473,hNeo4,0.26494304217314774,Human
31,-8.40824,Macrophage,0.1276263,hNeo4,0.3338831939809497,Human
32,-7.80618,Macrophage,0.17470870000000002,hNeo4,0.35710911293321657,Human
33,-7.20412,Macrophage,0.221526,hNeo4,0.36340863023648307,Human
34,-6.60206,Macrophage,0.23776509999999998,hNeo4,0.36493450184746323,Human
35,-6.0,Macrophage,0.26525010000000004,hNeo4,0.36498210196110187,Human
36,-11.44705875,Macrophage,0.01201972376,hNeo4,0.003486661566205626,Human
37,-10.6689075,Macrophage,0.01094971868,hNeo4,0.019967810649792025,Human
38,-9.890756252,Macrophage,0.02578712249,hNeo4,0.09410743023476043,Human
39,-9.112605002,Macrophage,0.03748584472,hNeo4,0.24688833623503437,Human
40,-8.334453751,Macrophage,0.08506540405999999,hNeo4,0.3384700705802953,Human
41,-7.556302501,Macrophage,0.168632801,hNeo4,0.360764102114951,Human
42,-6.77815125,Macrophage,0.1697384729,hNeo4,0.36470411772455785,Human
43,-6.0,Macrophage,0.19042523790000002,hNeo4,0.36498210196110187,Human
44,-11.44705875,Macrophage,0.01387439924,hNeo4,0.003486661566205626,Human
45,-10.6689075,Macrophage,0.0138387324,hNeo4,0.019967810649792025,Human
46,-9.890756252,Macrophage,0.01747674968,hNeo4,0.09410743023476043,Human
47,-9.112605002,Macrophage,0.02660745972,hNeo4,0.24688833623503437,Human
48,-8.334453751,Macrophage,0.1117441975,hNeo4,0.3384700705802953,Human
49,-7.556302501,Macrophage,0.1526897253,hNeo4,0.360764102114951,Human
50,-6.77815125,Macrophage,0.16089309759999998,hNeo4,0.36470411772455785,Human
51,-6.0,Macrophage,0.17230648510000002,hNeo4,0.36498210196110187,Human
52,-11.44705875,Macrophage,0.005920694789999999,hNeo4,0.003486661566205626,Human
53,-10.6689075,Macrophage,0.00920204371,hNeo4,0.019967810649792025,Human
54,-9.890756252,Macrophage,0.01647807827,hNeo4,0.09410743023476043,Human
55,-9.112605002,Macrophage,0.02910413824,hNeo4,0.24688833623503437,Human
56,-8.334453751,Macrophage,0.06230996264,hNeo4,0.3384700705802953,Human
57,-7.556302501,Macrophage,0.1326449634,hNeo4,0.360764102114951,Human
58,-6.77815125,Macrophage,0.1596804251,hNeo4,0.36470411772455785,Human
59,-6.0,Macrophage,0.1634967766,hNeo4,0.36498210196110187,Human
60,-11.44705875,Macrophage,0.0,hNeo4,0.003486661566205626,Human
61,-10.6689075,Macrophage,0.0,hNeo4,0.019967810649792025,Human
62,-9.890756252,Macrophage,0.0,hNeo4,0.09410743023476043,Human
63,-9.112605002,Macrophage,0.0,hNeo4,0.24688833623503437,Human
64,-8.334453751,Macrophage,0.0,hNeo4,0.3384700705802953,Human
65,-7.556302501,Macrophage,0.038467568540000004,hNeo4,0.360764102114951,Human
66,-6.77815125,Macrophage,0.07565848414000001,hNeo4,0.36470411772455785,Human
67,-6.0,Macrophage,0.07841336678000001,hNeo4,0.36498210196110187,Human
68,-11.44705875,Macrophage,0.0,hNeo4,0.003486661566205626,Human
69,-10.6689075,Macrophage,0.0,hNeo4,0.019967810649792025,Human
70,-9.890756252,Macrophage,0.0,hNeo4,0.09410743023476043,Human
71,-9.112605002,Macrophage,0.0,hNeo4,0.24688833623503437,Human
72,-8.334453751,Macrophage,0.0,hNeo4,0.3384700705802953,Human
73,-7.556302501,Macrophage,0.034839186529999996,hNeo4,0.360764102114951,Human
74,-6.77815125,Macrophage,0.05721420892,hNeo4,0.36470411772455785,Human
75,-6.0,Macrophage,0.06195126321,hNeo4,0.36498210196110187,Human
76,-11.44705875,Macrophage,0.0,hNeo4,0.003486661566205626,Human
77,-10.6689075,Macrophage,0.0,hNeo4,0.019967810649792025,Human
78,-9.890756252,Macrophage,0.0,hNeo4,0.09410743023476043,Human
79,-9.112605002,Macrophage,0.0,hNeo4,0.24688833623503437,Human
80,-8.334453751,Macrophage,0.0,hNeo4,0.3384700705802953,Human
81,-7.556302501,Macrophage,0.03016932449,hNeo4,0.360764102114951,Human
82,-6.77815125,Macrophage,0.0381987995,hNeo4,0.36470411772455785,Human
83,-6.0,Macrophage,0.034872782660000004,hNeo4,0.36498210196110187,Human
84,-10.6689075,Macrophage,0.0,hNeo4,0.019967810649792025,Human
85,-9.890756252,Macrophage,0.0,hNeo4,0.09410743023476043,Human
86,-9.112605002,Macrophage,0.02564964586,hNeo4,0.24688833623503437,Human
87,-8.334453751,Macrophage,0.1528511067,hNeo4,0.3384700705802953,Human
88,-7.556302501,Macrophage,0.22886024500000002,hNeo4,0.360764102114951,Human
89,-6.77815125,Macrophage,0.2713116696,hNeo4,0.36470411772455785,Human
90,-6.0,Macrophage,0.2454862889,hNeo4,0.36498210196110187,Human
91,-10.6689075,Macrophage,0.0,hNeo4,0.019967810649792025,Human
92,-9.890756252,Macrophage,0.0,hNeo4,0.09410743023476043,Human
93,-9.112605002,Macrophage,0.03558248458,hNeo4,0.24688833623503437,Human
94,-8.334453751,Macrophage,0.15881081,hNeo4,0.3384700705802953,Human
95,-7.556302501,Macrophage,0.2581391973,hNeo4,0.360764102114951,Human
96,-6.77815125,Macrophage,0.2723202347,hNeo4,0.36470411772455785,Human
97,-6.0,Macrophage,0.29197197410000003,hNeo4,0.36498210196110187,Human
0,-13.00336125,Macrophage,0.021462572299999996,hIL13,0.00018222959856106755,Human
1,-12.22521,Macrophage,0.0,hIL13,0.001092018320574785,Human
2,-11.44705875,Macrophage,0.0,hIL13,0.006503598727185737,Human
3,-10.6689075,Macrophage,0.0,hIL13,0.03736181950315761,Human
4,-9.890756252,Macrophage,0.2736344257,hIL13,0.17858826579863835,Human
5,-9.112605002,Macrophage,0.7841212112,hIL13,0.4824743154305858,Human
6,-8.334453751,Macrophage,0.9303631599000001,hIL13,0.6712637717466267,Human
7,-7.556302501,Macrophage,0.8783762101000001,hIL13,0.7033165092383458,Human
8,-13.00336125,Macrophage,0.00994047937,hIL13,0.00018222959856106755,Human
9,-12.22521,Macrophage,0.0,hIL13,0.001092018320574785,Human
10,-11.44705875,Macrophage,0.0,hIL13,0.006503598727185737,Human
